date,temp_max,temp_min,temp_avg,precipitation,rain,snowfall,wind_max,temp_avg_lag1,temp_max_lag1,temp_min_lag1,temp_avg_lag2,temp_max_lag2,temp_min_lag2,temp_avg_lag3,temp_max_lag3,temp_min_lag3,temp_avg_lag7,temp_max_lag7,temp_min_lag7,temp_avg_ma3,temp_avg_std3,temp_max_rolling3,temp_min_rolling3,temp_avg_ma7,temp_avg_std7,temp_max_rolling7,temp_min_rolling7,temp_avg_ma14,temp_avg_std14,temp_max_rolling14,temp_min_rolling14,temp_avg_ma30,temp_avg_std30,temp_max_rolling30,temp_min_rolling30,temp_range,temp_range_lag1,temp_range_ma7,temp_avg_change,temp_avg_change_pct,temp_max_change,temp_min_change,sin_day,cos_day,month,sin_month,cos_month,week_of_year,season,temp_dev_from_ma7,temp_dev_from_ma30,is_extreme_heat,is_extreme_cold,target_temp_avg,target_temp_avg_smooth
2020-02-09,6.5,-2.2,1.5,0.0,0.0,0.0,13.2,0.8,4.8,-2.4,4.8,13.9,0.5,4.3,6.5,2.1,2.6,6.1,0.4,2.3666666666666663,2.136195996001609,13.9,-2.4,4.1571428571428575,2.273658683603107,13.9,-2.4,2.9285714285714284,2.3577788019915866,13.9,-5.6,2.92,4.350378501170704,18.7,-7.2,8.7,7.199999999999999,8.857142857142858,0.7,87.5,1.7000000000000002,0.19999999999999973,0.6350683134867438,0.7724559775191742,2,0.8660254037844386,0.5000000000000001,6,0,-2.6571428571428575,-1.42,0,0,1.5,4.1571428571428575
2020-02-10,8.8,3.4,5.6,10.3,10.3,0.0,25.5,1.5,6.5,-2.2,0.8,4.8,-2.4,4.8,13.9,0.5,5.8,12.4,0.0,2.633333333333333,2.5929391302792486,8.8,-2.4,4.128571428571428,2.250714172371581,13.9,-2.4,3.0928571428571425,2.4634136058337006,13.9,-5.6,2.6366666666666663,3.8445199093428193,18.7,-7.2,5.4,8.7,7.857142857142857,4.1,273.3333333333333,2.3000000000000007,5.6,0.6482618097757122,0.7614175109532997,2,0.8660254037844386,0.5000000000000001,7,0,1.4714285714285715,2.9633333333333334,0,0,5.6,4.128571428571428
2020-02-11,7.5,4.8,6.2,8.6,8.6,0.0,16.3,5.6,8.8,3.4,1.5,6.5,-2.2,0.8,4.8,-2.4,7.2,13.1,2.6,4.433333333333333,2.557994005726619,8.8,-2.2,3.9857142857142853,2.045669060420553,13.9,-2.4,3.3357142857142854,2.5963308852944893,13.9,-5.6,2.3699999999999997,3.2455964862755393,13.9,-7.2,2.7,5.4,6.742857142857143,0.6000000000000005,10.71428571428572,-1.3000000000000007,1.4,0.6612634749656386,0.7501537286959042,2,0.8660254037844386,0.5000000000000001,7,0,2.214285714285715,3.8300000000000005,0,0,6.2,3.9857142857142853
2020-02-12,7.2,0.8,4.3,0.7,0.7,0.0,23.3,6.2,7.5,4.8,5.6,8.8,3.4,1.5,6.5,-2.2,4.7,8.5,3.1,5.366666666666666,0.9712534856222239,8.8,0.8,3.928571428571428,2.0279006268505753,13.9,-2.4,3.614285714285714,2.462911704859528,13.9,-5.6,2.356666666666667,3.2365033636609266,13.9,-7.2,6.4,2.7,6.885714285714286,-1.9000000000000004,-30.645161290322587,-0.2999999999999998,-4.0,0.6740694616546161,0.7386679638813748,2,0.8660254037844386,0.5000000000000001,7,0,0.3714285714285719,1.943333333333333,0,0,4.3,3.928571428571428
2020-02-13,6.5,2.2,4.2,19.2,19.2,0.0,21.4,4.3,7.2,0.8,6.2,7.5,4.8,5.6,8.8,3.4,4.3,6.5,2.1,4.8999999999999995,1.1269427669584575,7.5,0.8,3.914285714285714,2.025198402978971,13.9,-2.4,4.05,1.8838381442804883,13.9,-2.8,2.356666666666667,3.2365033636609266,13.9,-7.2,4.3,6.4,6.871428571428571,-0.09999999999999964,-2.3255813953488302,-0.7000000000000002,1.4000000000000001,0.6866759803451553,0.726963615332308,2,0.8660254037844386,0.5000000000000001,7,0,0.28571428571428603,1.8433333333333333,0,0,4.2,3.914285714285714
2020-02-14,2.4,-7.9,-1.6,0.0,0.0,0.0,27.2,4.2,6.5,2.2,4.3,7.2,0.8,6.2,7.5,4.8,4.8,13.9,0.5,2.3000000000000003,3.3778691508109038,7.2,-7.9,3.0,2.8396009109262756,8.8,-7.9,3.7785714285714285,2.3794564897919837,13.9,-7.9,2.1133333333333333,3.2508601867848728,13.9,-7.9,10.3,4.3,6.428571428571429,-5.800000000000001,-138.0952380952381,-4.1,-10.100000000000001,0.6990793005655562,0.7150441465537444,2,0.8660254037844386,0.5000000000000001,7,0,-4.6,-3.7133333333333334,0,0,-1.6,3.0
2020-02-15,-1.7,-9.3,-5.4,0.0,0.0,0.0,20.9,-1.6,2.4,-7.9,4.2,6.5,2.2,4.3,7.2,0.8,0.8,4.8,-2.4,-0.9333333333333336,4.834597535817568,6.5,-9.3,2.1142857142857143,4.254577366957683,8.8,-9.3,3.2142857142857144,3.416668900204756,13.9,-9.3,1.75,3.461587238088409,13.9,-9.3,7.6000000000000005,10.3,6.485714285714287,-3.8000000000000003,237.5,-4.1,-1.4000000000000004,0.7112757519738152,0.7029130847082615,2,0.8660254037844386,0.5000000000000001,7,0,-7.514285714285714,-7.15,0,0,-5.4,2.1142857142857143
2020-02-16,7.6,-3.0,1.6,0.0,0.0,0.0,16.1,-5.4,-1.7,-9.3,-1.6,2.4,-7.9,4.2,6.5,2.2,1.5,6.5,-2.2,-1.8,3.504283093587041,7.6,-9.3,2.1285714285714286,4.252338292325877,8.8,-9.3,3.142857142857143,3.4408662338952443,13.9,-9.3,1.9166666666666667,3.322658193564959,13.9,-9.3,10.6,7.6000000000000005,6.757142857142857,7.0,-129.62962962962962,9.299999999999999,6.300000000000001,0.7232617254437388,0.6905740195722293,2,0.8660254037844386,0.5000000000000001,7,0,-0.5285714285714285,-0.31666666666666665,0,0,1.6,2.1285714285714286
2020-02-17,9.7,-0.2,3.7,0.0,0.0,0.0,15.3,1.6,7.6,-3.0,-5.4,-1.7,-9.3,-1.6,2.4,-7.9,5.6,8.8,3.4,-0.03333333333333351,4.764801499887828,9.7,-9.3,1.8571428571428574,4.049632552408157,9.7,-9.3,2.992857142857143,3.3609669592393945,13.9,-9.3,2.1366666666666663,3.209305793806646,13.9,-9.3,9.899999999999999,10.6,7.3999999999999995,2.1,131.25,2.0999999999999996,2.8,0.7350336741329413,0.6780306024735382,2,0.8660254037844386,0.5000000000000001,8,0,1.8428571428571427,1.563333333333334,0,0,3.7,1.8571428571428574
2020-02-18,9.2,0.4,4.6,1.3,1.3,0.0,17.7,3.7,9.7,-0.2,1.6,7.6,-3.0,-5.4,-1.7,-9.3,6.2,7.5,4.8,3.2999999999999994,1.5394804318340551,9.7,-3.0,1.6285714285714286,3.801190289770774,9.7,-9.3,2.807142857142857,3.17743590039184,13.9,-9.3,2.203333333333333,3.2398896674842574,13.9,-9.3,8.799999999999999,9.899999999999999,8.27142857142857,0.8999999999999995,24.324324324324298,-0.5,0.6000000000000001,0.746588114532413,0.6652865452111116,2,0.8660254037844386,0.5000000000000001,8,0,2.971428571428571,2.3966666666666665,0,0,4.6,1.6285714285714286
2020-02-19,8.0,-1.1,4.5,0.0,0.0,0.0,24.7,4.6,9.2,0.4,3.7,9.7,-0.2,1.6,7.6,-3.0,4.3,7.2,0.8,4.266666666666667,0.4932882862315964,9.7,-1.1,1.6571428571428573,3.825291772251777,9.7,-9.3,2.7928571428571423,3.168708614832593,13.9,-9.3,2.49,3.0370527909755536,13.9,-9.3,9.1,8.799999999999999,8.657142857142857,-0.09999999999999964,-2.1739130434782483,-1.1999999999999993,-1.5,0.7579216274973472,0.6523456189565257,2,0.8660254037844386,0.5000000000000001,8,0,2.8428571428571425,2.01,0,0,4.5,1.6571428571428573
2020-02-20,3.2,-3.6,-0.5,0.0,0.0,0.0,19.4,4.5,8.0,-1.1,4.6,9.2,0.4,3.7,9.7,-0.2,4.2,6.5,2.2,2.866666666666666,2.9160475533388177,9.2,-3.6,0.9857142857142858,3.715475999755873,9.7,-9.3,2.4499999999999997,3.2516859532343436,13.9,-9.3,2.5900000000000003,2.878259771171604,13.9,-9.3,6.800000000000001,9.1,9.014285714285714,-5.0,-111.11111111111111,-4.8,-2.5,0.7690308592589181,0.6392116531380588,2,0.8660254037844386,0.5000000000000001,8,0,-1.4857142857142858,-3.0900000000000003,0,0,-0.5,0.9857142857142858
2020-02-21,1.7,-6.5,-2.7,0.0,0.0,0.0,19.4,-0.5,3.2,-3.6,4.5,8.0,-1.1,4.6,9.2,0.4,-1.6,2.4,-7.9,0.43333333333333296,3.689625093872452,8.0,-6.5,0.8285714285714285,3.8633811986023696,9.7,-9.3,1.9142857142857141,3.44670570542079,9.7,-9.3,2.5766666666666667,2.902517733865253,13.9,-9.3,8.2,6.800000000000001,8.714285714285714,-2.2,440.00000000000006,-1.5000000000000002,-2.9,0.7799125224167177,0.6258885343075018,2,0.8660254037844386,0.5000000000000001,8,0,-3.5285714285714285,-5.276666666666667,0,0,-2.7,0.8285714285714285
2020-02-22,8.8,-3.6,1.8,0.0,0.0,0.0,22.0,-2.7,1.7,-6.5,-0.5,3.2,-3.6,4.5,8.0,-1.1,-5.4,-1.7,-9.3,-0.466666666666667,2.250185177565016,8.8,-6.5,1.8571428571428572,2.717141354964283,9.7,-6.5,1.9857142857142855,3.432168442804086,9.7,-9.3,2.6333333333333333,2.868897821924591,13.9,-9.3,12.4,8.2,9.4,4.5,-166.66666666666666,7.1000000000000005,2.9,0.7905633969115482,0.612380204990065,2,0.8660254037844386,0.5000000000000001,8,0,-0.05714285714285716,-0.8333333333333333,0,0,1.8,1.8571428571428572
2020-02-23,11.8,-2.8,4.3,0.0,0.0,0.0,18.2,1.8,8.8,-3.6,-2.7,1.7,-6.5,-0.5,3.2,-3.6,1.6,7.6,-3.0,1.1333333333333329,3.54729944229879,11.8,-6.5,2.242857142857143,2.862316743978056,11.8,-6.5,2.1857142857142855,3.482893832799021,11.8,-9.3,2.683333333333333,2.88492913118399,13.9,-9.3,14.600000000000001,12.4,9.971428571428572,2.5,138.88888888888889,3.0,0.8000000000000003,0.8009803309782905,0.5986906625177214,2,0.8660254037844386,0.5000000000000001,8,0,2.057142857142857,1.6166666666666667,0,0,4.3,2.242857142857143
2020-02-24,12.8,-1.4,5.5,0.0,0.0,0.0,14.8,4.3,11.8,-2.8,1.8,8.8,-3.6,-2.7,1.7,-6.5,3.7,9.7,-0.2,3.866666666666666,1.887679351302362,12.8,-3.6,2.5,3.0870698080866257,12.8,-6.5,2.1785714285714284,3.4754476350157066,12.8,-9.3,2.6966666666666668,2.8973809021172916,13.9,-9.3,14.200000000000001,14.600000000000001,10.585714285714285,1.2000000000000002,27.906976744186053,1.0,1.4,0.8111602420785621,0.5848239578463322,2,0.8660254037844386,0.5000000000000001,9,0,3.0,2.8033333333333332,0,0,5.5,2.5
2020-02-25,10.0,4.4,7.3,2.8,2.8,0.0,11.8,5.5,12.8,-1.4,4.3,11.8,-2.8,1.8,8.8,-3.6,4.6,9.2,0.4,5.699999999999999,1.5099668870541414,12.8,-2.8,2.8857142857142857,3.5300748676803684,12.8,-6.5,2.2571428571428567,3.584091835558108,12.8,-9.3,2.8133333333333335,3.0115562861032172,13.9,-9.3,5.6,14.200000000000001,10.12857142857143,1.7999999999999998,32.72727272727272,-2.8000000000000007,5.800000000000001,0.8211001178128892,0.5707841943569036,2,0.8660254037844386,0.5000000000000001,9,0,4.414285714285715,4.486666666666666,0,0,7.3,2.8857142857142857
2020-02-26,10.2,5.3,7.2,0.1,0.1,0.0,21.6,7.3,10.0,4.4,5.5,12.8,-1.4,4.3,11.8,-2.8,4.5,8.0,-1.1,6.666666666666667,1.011599393699556,12.8,-1.4,3.2714285714285714,3.867261858953216,12.8,-6.5,2.4642857142857144,3.789176314564571,12.8,-9.3,2.9433333333333334,3.11566490754252,13.9,-9.3,4.8999999999999995,5.6,9.528571428571428,-0.09999999999999964,-1.3698630136986245,0.1999999999999993,0.8999999999999995,0.8307970168121247,0.5565755266413303,2,0.8660254037844386,0.5000000000000001,9,0,3.928571428571429,4.256666666666667,0,0,7.2,3.2714285714285714
2020-02-27,8.5,-1.3,4.0,12.0,12.0,0.0,39.9,7.2,10.2,5.3,7.3,10.0,4.4,5.5,12.8,-1.4,-0.5,3.2,-3.6,6.166666666666667,1.8770544300401384,10.2,-1.3,3.914285714285714,3.491622627293587,12.8,-6.5,2.4499999999999997,3.782500190655342,12.8,-9.3,2.9833333333333334,3.1214589132529715,13.9,-9.3,9.8,4.8999999999999995,9.957142857142857,-3.2,-44.44444444444444,-1.6999999999999993,-6.6,0.8402480696078469,0.5422021592729844,2,0.8660254037844386,0.5000000000000001,9,0,0.08571428571428585,1.0166666666666666,0,0,4.0,3.914285714285714
2020-02-28,4.9,-2.7,0.5,0.0,0.0,0.0,34.8,4.0,8.5,-1.3,7.2,10.2,5.3,7.3,10.0,4.4,-2.7,1.7,-6.5,3.9,3.351119216023204,10.2,-2.7,4.371428571428572,2.5688611521543194,12.8,-3.6,2.6,3.648814349051779,12.8,-9.3,2.986666666666667,3.1186572412667815,13.9,-9.3,7.6000000000000005,9.8,9.87142857142857,-3.5,-87.5,-3.5999999999999996,-1.4000000000000001,0.8494504794814806,0.527668345562516,2,0.8660254037844386,0.5000000000000001,9,0,-3.871428571428572,-2.486666666666667,0,0,0.5,4.371428571428572
